0,1
redundant_array_of_inexpensive_tapes,rait
random_access_memory,ram
reverse_address_resolution_protocol,rarp
"reliability,_availability_and_serviceability",ras
remote_access_service,ras
region_code,rc
release_candidate,rc
run_commands,rc
revision_control_system,rcs
remote_desktop,rd
remove_directory,rd
relational_database_management_system,rdbms
remote_desktop_connection,rdc
resource_description_framework,rdf
relational_data_model,rdm
real_time_disk_operating_system,rdos
_remote_desktop_protocol,rdp
remote_data_services,rds
recursive_functions_algorithmic_language,refal
representational_state_transfer,rest
regular_expression,regex
regular_expression,regexp
radio_frequency,rf
request_for_comments,rfc
radio_frequency_interference,rfi
radio_frequency_identification,rfid
"red,_green,_blue",rgb
red_hat_linux,rhl
red_hat_enterprise_linux,rhel
rich_internet_application,ria
recording_industry_association_of_america,riaa
raster_image_processor,rip
routing_information_protocol,rip
regional_internet_registry,rir
reduced_instruction_set_computer,risc
reduced_instruction_set_computer_operating_system,risc_os
remote_job_entry,rje
run_length_encoding,rle
run_length_limited,rll
remove_directory,rmdir
remote_method_invocation,rmi
richard_matthew_stallman,rms
read_only_memory,rom
read_out_motherboard,romb
read_only_memory___disk_operating_system,rom_dos
remote_procedure_call,rpc
report_program_generator,rpg
rpm_package_manager,rpm
routing_and_remote_access_service,rras
rivest_shamir_adleman,rsa
repetitive_strain_injury,rsi
radio_service_software,rss
"rich_site_summary,_rdf_site_summary,_or_really_simple_syndication",rss
real_time_application_interface,rtai
real_time_clock,rtc
real_time_enterprise,rte
real_time_executive_for_multiprocessor_systems,rtems
right_to_left,rtl
real_time_operating_system,rtos
real_time_transport_protocol,rtp
ready_to_send,rts
real_time_streaming_protocol,rtsp
run_time_type_information,rtti
responsive_web_design,rwd
software_as_a_service,saas
_security_account_manager,sam
storage_area_network,san
serial_attached_scsi,sas
serial_ata,sata
simple_api_for_xml,sax
spinning_beachball_of_death,sbod
serial_bus_protocol_2,sbp_2
superuser_binary,sbin
small_business_server,sbs
standard_build_unit,sbu
supervisory_control_and_data_acquisition,scada
source_code_in_database,scid
software_configuration_management,scm
source_code_management,scm
secure_copy,scp
single_channel_per_carrier,scpc
standard_commands_for_programmable_instrumentation,scpi
secure_content_storage_association,scsa
small_computer_system_interface,scsi
stream_control_transmission_protocol,sctp
secure_digital,sd
security_descriptor_definition_language,sddl
synchronous_digital_hierarchy,sdh
single_document_interface,sdi
single_edge_contact,sec
secure_digital_input_output,sdio
software_development_kit,sdk
simple_directmedia_layer,sdl
service_delivery_network,sdn
session_description_protocol,sdp
software_defined_radio,sdr
synchronous_dynamic_random_access_memory,sdram
symmetric_dsl,sdsl
single_ended,se
software_engineering_institute,sei
search_engine_optimization,seo
secure_ftp,sftp
simple_file_transfer_protocol,sftp
ssh_file_transfer_protocol,sftp
"silicon_graphics,_incorporated",sgi
standard_generalized_markup_language,sgml
select_graphic_rendition,sgr
secure_hash_algorithm,sha
single_pair_high_speed_digital_subscriber_line,shdsl
special_interest_group_on_cd_rom_applications_and_technology,sigcat
special_interest_group_on_graphics,siggraph
"single_instruction,_multiple_data",simd
single_inline_memory_module,simm
session_initiation_protocol,sip
supplementary_ideographic_plane,sip
"single_instruction,_single_data",sisd
single_input_and_single_output,siso
suse_linux_enterprise_desktop,sled
suse_linux_enterprise_server,sles
scalable_link_interface,sli
serial_line_internet_protocol,slip
service_level_management,slm
source_lines_of_code,sloc
subject_matter_expert,sme
single_mode_(optical)_fiber,smf
software_project_management,spm
"single_program,_multiple_data",spmd
subminiature_version_a,sma
server_message_block,smb
system_management_bios,smbios
synchronized_multimedia_integration_language,smil
secure/multipurpose_internet_mail_extensions,s/mime
supplementary_multilingual_plane,smp
symmetric_multi_processing,smp
switch_mode_power_supply,smps
short_message_service,sms
system_management_server,sms
simultaneous_multithreading,smt
simple_mail_transfer_protocol,smtp
systems_network_architecture,sna
simple_network_management_protocol,snmp
simple_network_time_protocol,sntp
service_oriented_architecture,soa
simple_object_access_protocol,soap
symbolic_optimal_assembly_program,soap
stop_online_piracy_act,sopa
system_on_a_chip,soc
small_outline_dimm,so_dimm
standard_operating_environment,soe
small_office/home_office,soho
silicon_on_insulator,soi
service_pack,sp
single_page_application,spa
sender_policy_framework,spf
serial_peripheral_interface,spi
stateful_packet_inspection,spi
scalable_processor_architecture,sparc
structured_query_language,sql
static_random_access_memory,sram
static_single_assignment,ssa
software_specification_document,ssd
solid_state_drive,ssd
simple_service_discovery_protocol,ssdp
streaming_simd_extensions,sse
secure_shell,ssh
server_side_includes,ssi
single_system_image,ssi
small_scale_integration,ssi
service_set_identifier,ssid
secure_socket_layer,ssl
single_sign_on,sso
supplementary_special_purpose_plane,ssp
supplementary_streaming_simd_extensions,ssse
single_source_shortest_path,sssp
secure_socket_tunneling_protocol,sstp
superuser,su
single_unix_specification,sus
software_und_system_entwicklung,suse
scalable_video_coding,svc
scalable_vector_graphics,svg
super_video_graphics_array,svga
structured_vlsi_design,svd
shock_wave_flash,swf
standard_widget_toolkit,swt
system_operator,sysop
track_at_once,tao
telephony_application_programming_interface,tapi
turbo_assembler,tasm
terabyte,tb
tool_command_language,tcl
transmission_control_protocol,tcp
transmission_control_protocol/internet_protocol,tcp/ip
telecommunication_control_unit,tcu
time_division_multiple_access,tdma
thin_film_transistor,tft
_image(tagged_image_file_format),tif_
trivial_file_transfer_protocol,tftp
texas_instruments,ti
three_letter_acronym,tla
top_level_domain,tld
thread_local_storage,tls
transport_layer_security,tls
type_length_value,tlv
temporary,tmp
terminal_node_controller,tnc
threaded_neill_concelman_connector,tnc
transaction_processing_facility,tpf
trusted_platform_module,tpm
trace_off,troff
trace_on,tron
the_real_time_operating_system_nucleus,tron
tandy_radio_shack___disk_operating_system,trsdos
time_sharing_option,tso
traveling_salesman_problem,tsp
terminate_and_stay_resident,tsr
true_tap_audio,tta
truetype_font,ttf
transistor_transistor_logic,ttl
time_to_live,ttl
text_to_speech,tts
teletype,tty
the_ultimate_collection_of_winsock_software,tucows
tex_users_group,tug
technology_without_an_interesting_name,twain
user_agent_accessibility_guidelines,uaag
user_account_control,uac
universal_asynchronous_receiver/transmitter,uart
user_acceptance_testing,uat
universal_character_set,ucs
"universal_description,_discovery,_and_integration",uddi
ultra_dma,udma
user_datagram_protocol,udp
unified_extensible_firmware_interface,uefi
ultra_high_frequency,uhf
user_interface,ui
upload,ul
uncommitted_logic_array,ula
upper_memory_area,uma
upper_memory_block,umb
unified_modeling_language,uml
user_mode_linux,uml
ultra_mobile_personal_computer,umpc
universal_mobile_telecommunications_system,umts
universal_naming_convention,unc
universal_automatic_computer_(by_mks),univac
uninterruptible_power_supply,ups
uniform_resource_identifier,uri
uniform_resource_locator,url
uniform_resource_name,urn
universal_serial_bus,usb
user,usr
u.s._robotics,usr
coordinated_universal_time,utc
unicode_transformation_format,utf
unshielded_twisted_pair,utp
universal_terrestrial_radio_access_network,utran
unix_to_unix_copy,uucp
universally_unique_identifier,uuid
universal_user_name,uun
universal_virtual_computer,uvc
universal_windows_platform,uwp
user_experience,ux
variable,var
virtual_address_extension,vax
virtual_control_program_interface,vcpi
virtual_reality,vr
virtual_reality_modeling_language,vrml
visual_basic,vb
visual_basic_for_applications,vba
visual_basic_script,vbs
virtual_desktop_infrastructure,vdi
_virtual_dos_machine,vdm
very_high_bitrate_digital_subscriber_line,vdsl
video_electronics_standards_association,vesa
virtual_fat,vfat
—_virtual_hard_disk,vhd
virtual_file_system,vfs
volume_group,vg
video_graphics_array,vga
very_high_frequency,vhf
virtual_local_area_network,vlan
variable_length_subnet_mask,vlsm
vesa_local_bus,vlb
very_low_frequency,vlf
very_long_instruction_word,vliw
very_large_scale_integration,vlsi
virtual_machine,vm
virtual_memory,vm
virtual_machine_monitor,vmm
virtual_network_computing,vnc
video_on_demand,vod
voice_over_internet_protocol,voip
virtual_private_network,vpn
visual_processing_unit,vpu
virtual_storage_access_method,vsam
very_small_aperture_terminal,vsat
video_terminal?,vt
_virtual_tape_library,vtl
virtual_telecommunications_access_method,vtam
video_random_access_memory,vram
world_wide_web_consortium,w3c
wide_area_file_services,wafs
web_accessibility_initiative,wai
wide_area_information_server,wais
wide_area_network,wan
wireless_access_point,wap
wireless_application_protocol,wap
watcom_assembler,wasm
web_based_enterprise_management,wbem
web_content_accessibility_guidelines,wcag
windows_communication_foundation,wcf
wavelength_division_multiplexing,wdm
www_distributed_authoring_and_versioning,webdav
wired_equivalent_privacy,wep
wait_for_interrupt,wfi
worldwide_interoperability_for_microwave_access,wimax
windows_future_storage,winfs
windows_runtime,winrt
windows_internet_name_service,wins
wireless_local_area_network,wlan
windows_media_audio,wma
_windows_management_instrumentation,wmi
windows_media_video,wmv
windows_push_notification_service,wns
wake_on_lan,wol
wake_on_ring,wor
"write_once,_run_anywhere",wora
"write_once,_run_everywhere",wore
wi_fi_protected_access,wpa
web_proxy_autodiscovery_protocol,wpad
wireless_personal_area_network,wpan
windows_presentation_foundation,wpf
web_services_discovery,ws_d
web_services_description_language,wsdl
web_services_flow_language,wsfl
wireless_universal_serial_bus,wusb
wireless_wide_area_network,wwan
world_wide_identifier,wwid
world_wide_name,wwn
world_wide_web,www
what_you_see_is_what_you_get,wysiwyg
wireless_zero_configuration,wzc
xml_accessibility_guidelines,xag
extensible_application_markup_language,xaml
x_window_display_manager,xdm
x_display_manager_control_protocol,xdmcp
xml_common_business_library,xcbl
extensible_hypertext_markup_language,xhtml
x_interactive_listproc,xilp
extensible_markup_language,xml
x_multimedia_system,xmms
extensible_messaging_and_presence_protocol,xmpp
extended_memory_specification,xms
xerox_network_systems,xns
cross_platform,xp
extreme_programming,xp
cross_platform_component_object_model,xpcom
xpinstall,xpi
cross_platform_idl,xpidl
_xml_paper_specification,xps
xml_schema_definition,xsd
extensible_stylesheet_language,xsl
extensible_stylesheet_language_formatting_objects,xsl_fo
extensible_stylesheet_language_transformations,xslt
cross_site_scripting,xss
extensible_tag_framework,xtf
extended_triton_format,xtf
xml_user_interface_language,xul
extended_video_graphics_adapter,xvga
year_two_thousand,y2k
yet_another_application_framework,yaaf
yet_another_compiler_compiler,yacc
yaml_ain't_markup_language,yaml
yet_another_setup_tool,yast
zone_constant_angular_velocity,zcav
zero_code_suppression,zcs
zero_insertion_force,zif
zero_insertion_force_socket,zifs
zip_file_archive,zip
zero_instruction_set_computer,zisc
zero_one_infinity,zoi
z_object_publishing_environment,zope
zone_multicast_address,zma
z_level_programming_language,zpl
